"Your Kindle Notes For:",,,
"NICHT WEG UND NICHT DA: ROMAN (GERMAN EDITION)",,,
"by Anne Freytag",,,
"Free Kindle instant preview:",,,
"https://a.co/5KfuXEA",,,
----------------------------------------------,,,
,,,
"Annotation Type","Location","Starred?","Annotation"
"Highlight (Yellow)","Page 56","","Feingefühl."
"Highlight (Yellow)","Page 56","","Denk immer an die Person, die du warst, bevor die Welt dir beigebracht hat, wer du sein solltest."
"Highlight (Yellow)","Page 56","","Denn du bist wunderbar, wie du bist, Lise. Ich hab dich lieb."
"Highlight (Yellow)","Page 56","","jagen"
"Highlight (Yellow)","Page 56","","»Kristopher, hör auf.«"
"Highlight (Yellow)","Page 56","","Jenseits"
"Highlight (Yellow)","Page 57","","Wie ferngesteuert."
"Highlight (Yellow)","Page 57","","Türrahmen"
"Highlight (Yellow)","Page 57","","verabschiedet."
"Highlight (Yellow)","Page 57","","Ich frage mich, ob ich es hätte wissen müssen."
"Highlight (Yellow)","Page 57","","Zutaten,"
"Highlight (Yellow)","Page 57","","festhalten."
"Highlight (Yellow)","Page 57","","Mein Bruder hat gut gerochen."
"Highlight (Yellow)","Page 57","","Nach Duschgel und Deo und manchmal nach Parfum. Jetzt riecht es abgestanden und alt. Nicht mal mehr nach Waschpulver. Es ist, als wäre nichts von ihm übrig geblieben."
"Highlight (Yellow)","Page 57","","angewurzelt"
"Highlight (Yellow)","Page 57","","Kristopher hat mir aus dem Jenseits geschrieben."
"Highlight (Yellow)","Page 58","","Vielleicht wird es die Zeit nach und nach aus meinem Kopf radieren."
"Highlight (Yellow)","Page 58","","das es zwei längliche Grübchen in seine Wangen frisst."
"Highlight (Yellow)","Page 58","","Ich kann nicht anders. Das war immer so. Wenn er auf diese Art gegrinst hat, musste ich lächeln."
"Highlight (Yellow)","Page 58","","Fast so, als wollte es für uns beide schlagen."
"Highlight (Yellow)","Page 58","","lose."
"Highlight (Yellow)","Page 58","","verborgene"
"Highlight (Yellow)","Page 58","","phasenweise"
"Highlight (Yellow)","Page 58","","Manchmal frage ich mich, warum er mir sein Versteck gezeigt hat. Er hat es nicht groß erklärt, aber er wollte, dass ich es kenne. Ich weiß noch, wie er mir zugezwinkert hat."
"Highlight (Yellow)","Page 58","","Das bleibt unser Geheimnis, Lise."
"Highlight (Yellow)","Page 58","","Kugelschreiber."
"Highlight (Yellow)","Page 59","","Er passt wie abgemessen in den hohlen Sockel."
"Highlight (Yellow)","Page 59","","Die Oberfläche ist rau und geriffelt. Aus grauem mattiertem Karton. Auf dem Deckel klebt ein Umschlag, auf dessen Vorderseite nur ein einziges Wort steht: Lise."
"Note","Page 59","","Yoo"
"Highlight (Yellow)","Page 60","","Musik schafft das, was Evelyn seit Monaten vergeblich versucht: Sie berührt mich. Sie dringt zu mir durch. Durch jede Schicht. Manche Menschen brauchen Gesellschaft."
"Highlight (Yellow)","Page 60","","Mein Bruder begreift nicht, wie man ein und dasselbe Album stundenlang anhören kann, ohne sich zu langweilen. Ohne irgendwas dabei zu machen."
"Highlight (Yellow)","Page 60","","Wie aufräumen, duschen, vögeln."
"Highlight (Yellow)","Page 60","","Ich löse mich darin auf wie eine Brausetablette im Wasser."
"Highlight (Yellow)","Page 60","","verschränkt."
"Highlight (Yellow)","Page 60","","Ich wippe mit den Füßen im Takt."
"Highlight (Yellow)","Page 60","","Und dann denke ich auf einmal an Luise."
"Highlight (Yellow)","Page 60","","zierlichen"
"Highlight (Yellow)","Page 60","","Etage."
"Highlight (Yellow)","Page 60","","Entweder war sie zufällig zwei Mal hintereinander mittwochs beim Zahnarzt, oder sie macht eine Therapie. Sie hat schöne Zähne. Zu schön für zwei Mal hintereinander Zahnarzt."
"Highlight (Yellow)","Page 60","","Zahnreinigung."
"Highlight (Yellow)","Page 61","","Mir doch egal."
"Highlight (Yellow)","Page 61","","Aber weswegen könnte sie eine Therapie brauchen? Und warum hat sie sich den Kopf kahl rasiert?"
"Highlight (Yellow)","Page 61","","Ich frage mich, ob es ihr besser geht."
"Highlight (Yellow)","Page 62","","verschwommenen"
"Highlight (Yellow)","Page 62","","Kugelschreiberlinien,"
"Highlight (Yellow)","Page 62","","wässrig"
"Highlight (Yellow)","Page 62","","zucken."
"Highlight (Yellow)","Page 62","","abstellen"
"Highlight (Yellow)","Page 62","","Wasserhahn."
"Highlight (Yellow)","Page 62","","schluchzend"
"Highlight (Yellow)","Page 62","","Minuten vergehen."
"Highlight (Yellow)","Page 62","","totenstill."
"Highlight (Yellow)","Page 62","","Lider,"
"Highlight (Yellow)","Page 62","","Rippen"
"Highlight (Yellow)","Page 62","","geschwungenen"
"Highlight (Yellow)","Page 62","","Die eines Künstlers."
"Highlight (Yellow)","Page 62","","Gewirr"
"Highlight (Yellow)","Page 62","","entziffern"
"Highlight (Yellow)","Page 62","","Charismatisch und anstrengend und laut."
"Highlight (Yellow)","Page 62","","aufbrausend"
"Highlight (Yellow)","Page 62","","Wenn mein Bruder depressiv war, hat er aufgehört zu sprechen."
"Highlight (Yellow)","Page 63","","Mach ihn jetzt auf und öffne das Geschenk mit der Nummer eins."
"Highlight (Yellow)","Page 63","","Schachtel"
"Highlight (Yellow)","Page 63","","Päckchen."
"Highlight (Yellow)","Page 63","","weich"
"Highlight (Yellow)","Page 63","","zerknautscht."
"Highlight (Yellow)","Page 63","","Schleife"
"Highlight (Yellow)","Page 63","","Tesafilm."
"Highlight (Yellow)","Page 63","","Es konnte ihn festhalten."
"Highlight (Yellow)","Page 63","","andauernd"
"Highlight (Yellow)","Page 64","","Umschlag."
"Highlight (Yellow)","Page 64","","Vorderseite"
"Highlight (Yellow)","Page 64","","Jahreskarte"
"Highlight (Yellow)","Page 64","","zeitgenössische"
"Highlight (Yellow)","Page 64","","erwähnt"
"Highlight (Yellow)","Page 64","","Kunst kann uns Dinge beibringen, die in keinem Buch stehen, Lise. Weil sie zu jedem etwas anderes sagt. Es ist egal, ob du ein Mal hingehst oder 363 Mal. Du musst auch gar nicht gehen. Aber ich wollte, dass du einen Ort hast, wo du (zumindest fast) immer hinkannst. Einen schönen Ort, der dich zur Ruhe kommen lässt und der dich an mich erinnert. Ich war unglaublich gern mit dir dort. Es hat sich jedes Mal so angefühlt, als würde ich zwischen all den Bildern und Installationen ein Stück von mir selbst finden."
"Highlight (Yellow)","Page 65","","Mach, was dir Spaß macht. Und vergiss nicht: Ich bin immer bei dir."
"Highlight (Yellow)","Page 66","","Der Tag vergeht nur schleppend."
"Highlight (Yellow)","Page 66","","Es heißt immer, man soll den Moment leben, aber was ist mit dem Danach? Ich kann doch nicht für immer kellnern."
"Highlight (Yellow)","Page 66","","Oder Hotelzimmer aufräumen. Oder Essenslieferungen mit dem Fahrrad ausfahren."
"Highlight (Yellow)","Page 66","","Ich mache Betten, befülle Minibars, serviere Drinks und bringe irgendwelchen faulen Leuten ihre Pizza. Mehr ist es nicht."
"Highlight (Yellow)","Page 66","","Ich nicke Tom zu, stelle die Tassen auf mein Tablett und bringe die Getränke zu vier Frauen, die mich alle ansehen, als wären sie seit Jahren nicht mehr gevögelt worden."
"Highlight (Yellow)","Page 66","","Donnerstagnachmittag"
"Highlight (Yellow)","Page 66","","bedienen,"
"Highlight (Yellow)","Page 66","","Kellnerstimme."
"Highlight (Yellow)","Page 67","","Sie schütteln die Köpfe wie fünfundvierzigjährige Schulmädchen, und ich gehe zur Bar zurück. Früher habe ich gefragt, ob es sonst noch etwas gibt, das ich für sie tun kann."
"Highlight (Yellow)","Page 67","","Es hatte etwas von einem unmoralischen Angebot, das die meisten einsamen Frauen nur zu gern angenommen hätten. Vor allem die verheirateten. Ich stelle das"
"Highlight (Yellow)","Page 67","","Ich bin gerne hier."
"Highlight (Yellow)","Page 67","","Sie erinnern mich daran, dass ich auf einem Steinbrocken durch die Galaxie rase und wahnsinnig unbedeutend bin."
"Note","Page 67","","Deep"
"Highlight (Yellow)","Page 67","","Wenn man das weiß, ist keine Entscheidung wirklich wichtig. Wir sind dem Universum so was von egal."
"Highlight (Yellow)","Page 67","","Patrick sitzt an der Kasse und schaut auf eine Art leer vor sich hin, die verrät, dass er fast umkommt vor Langeweile. Bei seinem Anblick muss ich grinsen. Ich schaue weg. Und sehe sie."
"Highlight (Yellow)","Page 68","","Das letzte Mal waren wir zu zweit hier."
"Highlight (Yellow)","Page 68","","angeschwiegen."
"Highlight (Yellow)","Page 68","","Sie hatten wohl nur meinem Bruder etwas zu sagen."
"Highlight (Yellow)","Page 68","","Ich zeige einem uniformierten Mann meine Eintrittskarte und betrete den ersten Raum."
"Highlight (Yellow)","Page 68","","bedrückend."
"Highlight (Yellow)","Page 68","","»Ich nehme an, das ist ein Nein?« Er lächelt. Es ist das kleinstmögliche Lächeln, aber es ist ein Lächeln. Dann ist es weg."
"Highlight (Yellow)","Page 68","","»Ich weiß nicht, ob ich sie mag«, sage ich nach einer Weile."
"Highlight (Yellow)","Page 68","","willkürlich"
"Highlight (Yellow)","Page 69","","So nah wie neulich bei ihm im Treppenhaus."
"Highlight (Yellow)","Page 69","","winzigen Anflug von Schweiß."
"Highlight (Yellow)","Page 70","","Ich glaube an Zufälle. An den freien Willen. An Kettenreaktionen."
"Highlight (Yellow)","Page 70","","Schicksal"
"Highlight (Yellow)","Page 70","","So ist immer jemand anders schuld. Alles sollte so kommen."
"Highlight (Yellow)","Page 70","","Ich halte das für Blödsinn. Aber dass gerade"
"Highlight (Yellow)","Page 70","","Aber dann lächelt sie, und das Gefühl verschwindet."
"Highlight (Yellow)","Page 70","","Sie weicht meinem Blick aus, als hätte sie Angst, dass das eine blöde Antwort war."
"Highlight (Yellow)","Page 70","","»Genau das stellen sie auch dar«, sage ich. Sie schaut mich an. »Im Ernst?« Ich nicke. »Das, was da liegt, ist aus Lehm."
"Highlight (Yellow)","Page 71","","Beuys hat viel mit mythischen Symbolen gearbeitet. Mit christlichen und germanischen. Laut der Bibel hat Gott den Menschen aus Lehm geformt und ihm dann Geist eingehaucht.«"
"Highlight (Yellow)","Page 71","","Sie mustert mich skeptisch, als hätte ich mir das gerade ausgedacht."
"Highlight (Yellow)","Page 71","","schräg"
"Highlight (Yellow)","Page 71","","Sargdeckel.«"
"Highlight (Yellow)","Page 71","","Angeblich"
"Highlight (Yellow)","Page 71","","Bügelbrett"
"Highlight (Yellow)","Page 71","","»Und warum ein Hirsch?«,"
"Highlight (Yellow)","Page 71","","Hirsch"
"Highlight (Yellow)","Page 71","","Er steht unter anderem für Neuanfänge.«"
"Highlight (Yellow)","Page 71","","»Warum steht er dafür?«, fragt sie. »Vermutlich, weil sein Geweih immer wieder nachwächst. Es ist ein Sinnbild von Wiedergeburt und Erneuerung. Der Hirsch spielt in fast allen Naturvölkern und Religionen eine wichtige Rolle.«"
"Highlight (Yellow)","Page 71","","»Wieso weißt du so viel darüber?«"
"Highlight (Yellow)","Page 71","","Lehmklumpen"
"Highlight (Yellow)","Page 72","","Ich suche nach etwas Herablassendem in ihren Augen, kann aber nichts entdecken."
"Highlight (Yellow)","Page 72","","»Ich kellnere«, antworte ich distanziert, als wäre das ein Job, für den ich mich schämen sollte."
"Highlight (Yellow)","Page 72","","»Wenn ich früh genug fertig bin, mache ich die Führungen mit. Deswegen weiß ich so viel darüber.«"
"Highlight (Yellow)","Page 72","","»Was du vorhin gesagt hast, hat übrigens gestimmt.«"
"Highlight (Yellow)","Page 72","","»Was genau meinst du?«, frage ich."
"Highlight (Yellow)","Page 72","","Eine Weile stehen wir schweigend nebeneinander."
"Highlight (Yellow)","Page 73","","»In welche Richtung musst du?«, fragt er, und ich frage mich, ob er deswegen nicht sagt, dass es ihm auch gefallen hat, weil es ihm nicht gefallen hat, oder ob er es nicht tut, weil Typen wie er das einfach nicht tun."
"Highlight (Yellow)","Page 73","","»Ich gehe zur Münchner Freiheit«, antworte ich. »Zu Fuß?«, fragt er erstaunt. »Nein«, sage ich, »ich fliege auf meinem Drachen. Den hab ich da drüben angebunden.«"
"Highlight (Yellow)","Page 73","","Er lacht. Es ist ein lautes, ansteckendes Lachen."
"Highlight (Yellow)","Page 73","","Ich hätte nie gedacht, dass er so lachen kann."
"Highlight (Yellow)","Page 73","","»Hast du was dagegen, wenn ich dich begleite?«,"
"Highlight (Yellow)","Page 73","","»Was machst du heute noch?«, nuschelt Jacob in seinen Schal."
"Highlight (Yellow)","Page 73","","Ohne mir darüber im Klaren zu sein, wie viele Fragen das aufwerfen könnte."
"Highlight (Yellow)","Page 74","","Jacob bleibt stehen und hält mich am Arm fest."
"Highlight (Yellow)","Page 74","","»Du hast Geburtstag?« Ich nicke. »Und das sagst du erst jetzt?« »Wieso?«, frage ich. »Was hätte das denn geändert? Hättest du mir Luftballons organisiert?« »Lass uns in die Goldene Bar gehen.«"
"Highlight (Yellow)","Page 75","","Und kurz frage ich mich, ob mein Bruder je hier war."
"Highlight (Yellow)","Page 75","","Jacob steuert auf den Eingang zu."
"Highlight (Yellow)","Page 75","","Er zieht die schwere Holztür auf, und ich gehe rein."
"Highlight (Yellow)","Page 75","","Der untere Teil der Wand ist in dunklem Holz getäfelt, darüber hängt ein weißes Bild mit schwarzer Schrift."
"Highlight (Yellow)","Page 75","","Behandlungszimmer"
"Highlight (Yellow)","Page 75","","Das warme Licht scheint von überall zu kommen."
"Highlight (Yellow)","Page 75","","fürchterlich"
"Highlight (Yellow)","Page 76","","Theke,"
"Highlight (Yellow)","Page 76","","uralten"
"Highlight (Yellow)","Page 76","","Schmuckkästchen."
"Highlight (Yellow)","Page 76","","Man merkt, dass Jacob häufig hier ist."
"Highlight (Yellow)","Page 76","","Einheimischer,"
"Highlight (Yellow)","Page 76","","Im Hintergrund läuft Musik."
"Highlight (Yellow)","Page 76","","Jacob gibt mir ein Zeichen, kurz zu warten, und verschwindet hinter der langen Bar."
"Highlight (Yellow)","Page 76","","Ich ignoriere, wie heftig mein Herz schlägt und dass meine Handflächen schwitzen."
"Highlight (Yellow)","Page 76","","Reißverschluss"
"Highlight (Yellow)","Page 76","","smaragdgrün,"
"Highlight (Yellow)","Page 76","","länglicher"
"Highlight (Yellow)","Page 76","","Jacob steht direkt hinter mir, sein warmer Atem kitzelt in meinem Ohr."
"Highlight (Yellow)","Page 76","","»Nein«, antworte ich. »Apfel ist gut.« »Möchtest du dazu einen Kaffee?« Ich zögere, dann sage ich: »Lieber eine heiße Schokolade.« Pause. »Ich meine, nur, wenn das geht.«"
"Highlight (Yellow)","Page 76","","»Natürlich geht das. Such du einen Platz. Ich bin gleich da.«"
"Highlight (Yellow)","Page 77","","»Wenn dich diese Bestellung irgendwie überfordert, kann auch ich mich darum kümmern«, entgegne ich kalt."
"Highlight (Yellow)","Page 77","","schräg"
"Highlight (Yellow)","Page 77","","Mit Sahne oder ohne?« »Mit«, sage ich. »Sie hat Geburtstag.«"
"Highlight (Yellow)","Page 77","","Sie überblickt den Raum wie ein Wachhund."
"Highlight (Yellow)","Page 77","","Und für einen kurzen Moment erinnert sie mich an ein glückliches Kind."
"Highlight (Yellow)","Page 77","","»So, da hätten wir einmal den Apfelkuchen mit Zimtsahne und eine heiße Schokolade für dich« – wissender Seitenblick zu mir – »und eine Tasse schwarzen Kaffee für dich, Jacob.« Kurze Pause. »Braucht ihr sonst noch was?«"
"Highlight (Yellow)","Page 78","","Tom zwinkert mir zu und geht. Idiot."
"Highlight (Yellow)","Page 78","","Ich weiche ihrem Blick aus."
"Highlight (Yellow)","Page 78","","Ich formuliere es vage, weil ich nicht zugeben will, dass ich sie schon beim ersten Mal zuordnen konnte."
"Highlight (Yellow)","Page 78","","»Und dann habe ich in einem alten Jahresbericht nach dir gesucht.«"
"Highlight (Yellow)","Page 78","","Habe ich das gerade wirklich gesagt?"
"Highlight (Yellow)","Page 78","","»Du hast nach mir gesucht?«"
"Highlight (Yellow)","Page 78","","Sie schaut mich an, dann trinkt sie einen Schluck heiße Schokolade. Wechsle das Thema. Wechsle einfach das Thema."
"Highlight (Yellow)","Page 78","","… er ist weg.«"
"Highlight (Yellow)","Page 78","","»Freut mich«, sage ich und hebe meine Tasse. »Alles Gute zum Geburtstag.«"
"Highlight (Yellow)","Page 79","","Sie lächelt. »Danke.« Es ist nur ein Wort. Ein einziges Wort. Aber die Art, wie sie es sagt – sanft und leise – und mich dabei ansieht, fühlt sich an wie ein perfekt platzierter Schlag."
"Highlight (Yellow)","Page 79","","Ich bin fast erleichtert, dass es den Moment unterbricht. Luise legt die Gabel weg."
"Highlight (Yellow)","Page 79","","Ich spiele mit meiner Kaffeetasse herum. Das mache ich nur, wenn ich nervös bin."
"Highlight (Yellow)","Page 79","","»Toll … ja, ich mich auch.«"
"Highlight (Yellow)","Page 80","","Er wippt mit dem Bein und spielt mit seiner Kaffeetasse herum. Wahrscheinlich langweile ich ihn."
"Highlight (Yellow)","Page 80","","»Was hältst du von acht Uhr im Blockhouse?« Sie weiß genau, wie sehr ich das Blockhouse liebe."
"Highlight (Yellow)","Page 80","","»Ich freue mich schon«, sagt meine Mutter."
"Highlight (Yellow)","Page 81","","Ein Teil von mir will wegrennen, der andere will sich nicht verabschieden. Ich bin gerne mit ihr zusammen."
"Highlight (Yellow)","Page 81","","»Wo musst du hin?«, frage ich."
"Highlight (Yellow)","Page 81","","»Soll ich dich begleiten?«"
"Highlight (Yellow)","Page 81","","»Keine Ursache.«"
"Highlight (Yellow)","Page 81","","rückwärts."
"Highlight (Yellow)","Page 81","","»Ich schätze, wir sehen uns.«"
"Highlight (Yellow)","Page 81","","Feststellung"
"Highlight (Yellow)","Page 81","","»Mach’s gut, Jacob.« »Du auch.« Sie wendet sich ab"
"Highlight (Yellow)","Page 82","","Gegen diese These spricht die Art, wie er mich angelächelt hat. Dafür spricht das Pi auf seiner Stirn."
"Highlight (Yellow)","Page 82","","Wie dieser Zustand zwischen Schlafen und Wachsein, wo sich die Realität mit den Träumen vermischt."
"Highlight (Yellow)","Page 82","","Ich habe lange nicht mehr geträumt."
"Highlight (Yellow)","Page 82","","Schalter."
"Highlight (Yellow)","Page 82","","Einnahme"
"Highlight (Yellow)","Page 82","","Aber das heute, das gerade eben, war echt."
"Highlight (Yellow)","Page 82","","das spielt keine Rolle."
"Highlight (Yellow)","Page 82","","Sie würde sagen, dass die Geste zählt. Und dass Zeit die teuerste Währung ist."
"Highlight (Yellow)","Page 82","","Mit steifgefrorenen Fingern fische ich das Handy aus meiner Tasche, ziehe mir die Kapuze tiefer ins Gesicht und gehe zu meinen Favoriten."
"Highlight (Yellow)","Page 82","","Es sind nur drei Einträge: sie, meine Mutter und eine Nummer, die nicht mehr vergeben ist."
"Highlight (Yellow)","Page 83","","»Ist alles okay? Ich hab mir Sorgen gemacht.«"
"Highlight (Yellow)","Page 83","","»ich hätte mich früher melden sollen.«"
"Highlight (Yellow)","Page 83","","»Das hättest du. Aber das Wichtigste ist, dass es dir gut geht.« Pause. »Also,"
"Highlight (Yellow)","Page 83","","ich meine den Umständen entsprechend.« Noch eine Pause. »Es geht dir doch gut, oder?«"
"Highlight (Yellow)","Page 83","","»Hast du die nicht schon gesehen?« »Doch«, sage ich."
"Highlight (Yellow)","Page 83","","und die Autos klingen weiter weg als sonst."
"Highlight (Yellow)","Page 83","","Zeitlupe."
"Highlight (Yellow)","Page 84","","»Bist du verrückt? Wir haben uns zufällig getroffen. Ich habe erwähnt, dass ich Geburtstag habe, und dann hat er das mit dem Kuchen vorgeschlagen. Er wollte nur nett sein.«"
"Highlight (Yellow)","Page 84","","»Dann war es sein Vorschlag?« »Als ob ich das je vorgeschlagen hätte.«"
"Highlight (Yellow)","Page 84","","»Glaubst du, er will was von dir?« »Bestimmt«, sage ich sarkastisch, »ich bin genau sein Typ.«"
"Highlight (Yellow)","Page 84","","»Ming, Typen wie er stehen auf Mädchen mit Haaren.«"
"Highlight (Yellow)","Page 84","","»Das ist ziemlich abgefahren«, antwortet sie."
"Highlight (Yellow)","Page 85","","Um den Aschenbecher neben dem Eingang kauern drei Leute in langen Mänteln. Sie schweigen und rauchen."
"Highlight (Yellow)","Page 85","","»Ich treffe meine Mama zum Essen."
"Highlight (Yellow)","Page 85","","Sie wartet bestimmt schon.« »Okay«,"
"Highlight (Yellow)","Page 86","","Das tut er nie."
"Highlight (Yellow)","Page 86","","Ich stelle meine Schuhe weg und schließe die Wohnungstür hinter mir ab, dann nähere ich mich dem Geklapper in der Küche."
"Highlight (Yellow)","Page 86","","Kurze blonde Haare, klein, wenig Oberweite, echte Fingernägel."
"Highlight (Yellow)","Page 86","","Pfannenwender"
"Highlight (Yellow)","Page 87","","Eigentlich will ich in mein Zimmer gehen und Musik hören, aber es wäre unhöflich, Nein zu sagen, also sage ich: »Gerne« und setze mich zu ihr."
"Highlight (Yellow)","Page 87","","Das tut er sonst nie."
"Highlight (Yellow)","Page 87","","»Willst du was essen?«,"
"Highlight (Yellow)","Page 87","","Ich schaue ihn genervt an, dann erwidere ich:"
"Highlight (Yellow)","Page 87","","»Ich habe keinen Hunger. Aber danke für das Angebot.«"
"Highlight (Yellow)","Page 87","","»Was denn?«, fragt er. »Es stimmt doch.« Er wendet sich Julia zu. »Es stimmt. Er kocht fantastisch«, sagt er und legt mir die Hand auf die Schulter. »Ein absolutes Naturtalent.«"
"Highlight (Yellow)","Page 88","","Spiegelei"
"Highlight (Yellow)","Page 88","","schmatzend."
"Highlight (Yellow)","Page 88","","»Eine kleine Ratte, die kocht?«, frage ich. »Sehr charmant.« Er verdreht die Augen. »Du weißt genau, wie ich das meine.«"
"Highlight (Yellow)","Page 88","","Ich kann es nicht leiden, wenn mich Fast-Fremde persönliche Dinge fragen, aber bei ihr finde ich es nicht schlimm – was seltsam ist, weil es mich sonst immer stört."
"Highlight (Yellow)","Page 88","","Ich schätze, es war wohl einfach noch nicht die Richtige dabei.«"
"Highlight (Yellow)","Page 88","","Ich denke an sie. Und diese Augen, die so tief sind wie Abgründe."
"Highlight (Yellow)","Page 88","","lästig"
"Highlight (Yellow)","Page 88","","sagt Julia halb belustigt, halb ernst."
"Highlight (Yellow)","Page 88","","»man wächst mit seinen Aufgaben.«"
"Highlight (Yellow)","Page 88","","»Ihr beide seid schon sehr verwandt.«"
"Highlight (Yellow)","Page 88","","»Ich erkenne einen Frauenvernichter, wenn ich einen sehe.« Stille. Ich würde gern widersprechen, kann aber nicht. »Wo waren wir? Ach ja, kochen. Wie kamst du dazu?«, fragt sie."
"Highlight (Yellow)","Page 89","","»Wo wohl? Arbeiten«, antworte ich gereizt. »Ja«, sagt er. »Bis um fünf.« Er grinst. »Und danach?«"
"Highlight (Yellow)","Page 89","","»Du und ich sind kein bisschen verwandt.«"
"Highlight (Yellow)","Page 89","","»Du bist echt ein hoffnungsloser Fall, Jacob, weißt du das?«"
"Highlight (Yellow)","Page 90","","Sie sieht müde aus. Als hätte sie seit Wochen nicht geschlafen."
"Highlight (Yellow)","Page 90","","Blasse Hüllen, die Guten Morgen sagen und Schlaf schön."
"Highlight (Yellow)","Page 91","","»Erst war ich im Museum und danach in einem Café.« Das ist nicht gelogen. Mama legt ihr Besteck weg. »Ganz allein?« Wenn ich jetzt Ja sage, wird sie ein noch schlechteres Gewissen haben und sich ein fünftes Mal entschuldigen, dass sie nicht früher Zeit hatte, und ich werde ein fünftes Mal sagen, dass es kein Problem war. Aber wenn ich Nein sage, muss ich ihr von Jacob erzählen, und aus irgendeinem Grund will ich das nicht."
"Highlight (Yellow)","Page 91","","Sie mustert mich wie ein Lügendetektor. Als würde sie abwägen, ob ich mir diese Geschichte gerade ihr zuliebe ausgedacht habe."
"Highlight (Yellow)","Page 92","","»Dann hat er also letztes Jahr mit Kristopher zusammen Abitur gemacht«, stellt sie fest. »Schätzungsweise ja«, sage ich. »Dementsprechend ist er so … was? Neunzehn, zwanzig?«"
"Note","Page 92","","N"
"Highlight (Yellow)","Page 92","","»Er ist vor allem nicht an mir interessiert«, antworte ich und beiße in meinen Burger."
"Highlight (Yellow)","Page 94","","»Angeblich sind es richtig gute Kopfhörer«,"
"Highlight (Yellow)","Page 97","","Kristophers E-Mail kam vergangene Nacht um kurz nach zwölf. Ich habe nicht damit gerechnet."
"Highlight (Yellow)","Page 97","","Eben genau eine Woche nach der ersten."
"Highlight (Yellow)","Page 97","","Ich habe mich gefreut. Dann habe ich sie gelesen. Seitdem bin ich wütend."
"Highlight (Yellow)","Page 97","","In einer Dreiviertelstunde habe ich meinen nächsten Termin bei Dr. Falkstein."
"Highlight (Yellow)","Page 97","","Denn vermutlich wäre es seltsam, weil ich so mies drauf bin, und wir würden schweigen, und das würde mich nervös machen."
"Highlight (Yellow)","Page 98","","Aber ich mag es auch nicht, wenn sie offen ist. Ich drücke die Klinke nach unten und schalte das Licht ein. Ich hasse diesen Raum. So, als könnte er etwas dafür. Als wäre das Fenster schuld und nicht der, der gesprungen ist."
"Highlight (Yellow)","Page 98","","Wir wohnen jetzt schon seit über dreizehn Jahren hier und zahlen dementsprechend fast nichts."
"Highlight (Yellow)","Page 98","","Mietpreise"
"Highlight (Yellow)","Page 98","","Auf dem Display steht Termin Dr. Falkstein in 30 Minuten. Ich stecke das Handy wieder ein und schaue kurz in den Spiegel."
"Highlight (Yellow)","Page 98","","Und trotzdem bereue ich nicht, dass ich mir den Kopf rasiert habe."
"Highlight (Yellow)","Page 98","","Es ist wie ein Vorher-nachher-Bild."
"Note","Page 98","","N"
"Highlight (Yellow)","Page 99","","Du schleichst schon seit Tagen durch die Wohnung wie eine rollige Katze."
"Highlight (Yellow)","Page 99","","Ich habe Muskelkater. Ich hatte seit Ewigkeiten keinen Muskelkater."
"Note","Page 99","","N"
"Highlight (Yellow)","Page 99","","Wie es aussieht, ist er tatsächlich mal hingegangen."
"Note","Page 99","","N"
"Highlight (Yellow)","Page 99","","Oder aber er ist bei Julia. Ich tippe auf Letzteres."
"Note","Page 99","","N"
"Highlight (Yellow)","Page 101","","Seitdem sitze ich allein in seinem Behandlungszimmer und hoffe, dass er nicht wiederkommt. Ich frage mich, ob er wirklich telefoniert oder ob er nur einen Vorwand gesucht hat, hier rauszukommen."
"Highlight (Yellow)","Page 101","","Im Grunde ist es mir egal."
"Note","Page 101","","N"
"Highlight (Yellow)","Page 101","","Ich denke daran, was er mir über Beuys erzählt hat. Und über die Bedeutung des Hirsches in der Mythologie."
"Highlight (Yellow)","Page 101","","Hirsch"
"Highlight (Yellow)","Page 101","","»Ich habe leider im Anschluss direkt den nächsten Termin.« »Schon okay«, antworte ich, stehe auf und gehe in Richtung Tür."
"Highlight (Yellow)","Page 102","","»Wir holen die heutige Sitzung selbstverständlich nach«,"
"Highlight (Yellow)","Page 102","","Ein paar Sekunden stehe ich reglos im Hausgang und warte."
"Highlight (Yellow)","Page 102","","Als ob er nichts Besseres zu tun hätte."
"Highlight (Yellow)","Page 103","","Ich will mich abwenden, aber es geht nicht. Jeden Moment wird sie in die Tram steigen und wegfahren."
"Highlight (Yellow)","Page 103","","Vielleicht holen sie sie ab."
"Highlight (Yellow)","Page 103","","Dann schubst er sie."
"Highlight (Yellow)","Page 104","","Ich stoße mit dem Rücken gegen die Werbefläche neben den Sitzbänken, verliere das Gleichgewicht und falle hin."
"Highlight (Yellow)","Page 104","","»Du Scheißfreak!«"
"Highlight (Yellow)","Page 104","","Fabian schreit mich an, aber ich verstehe nicht, was er sagt, weil ein Autofahrer laut hupt."
"Highlight (Yellow)","Page 104","","Und plötzlich ist er da. Jacob. Er packt Fabian und schleudert ihn von mir weg. Der strauchelt, fällt fast hin. Jacob hat keine Jacke an, seine Schnürsenkel sind offen."
"Highlight (Yellow)","Page 104","","Er schreit ihn nicht an. Er sagt nichts. Er holt nur aus und schlägt zu."
"Highlight (Yellow)","Page 105","","Sandsäcke."
"Highlight (Yellow)","Page 105","","Regel Nummer zehn: Ist der Gegner am Boden, zieht man sich in eine neutrale Ecke zurück."
